Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
Western Washington nonmetropolitan area,27-3011,Broadcast Announcers and Radio Disc Jockeys,13,$19.18,$15.49,$15.86,$23.17,"$39,880",,
Western Washington nonmetropolitan area,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,312,$30.49,$27.52,$29.75,$32.31,"$63,420",,
Western Washington nonmetropolitan area,53-3051,"Bus Drivers, School",510,$24.99,$23.20,$25.07,$26.32,"$51,980",,
Western Washington nonmetropolitan area,53-3052,"Bus Drivers, Transit and Intercity",333,$25.57,$23.82,$27.92,$28.48,"$53,180",,
Western Washington nonmetropolitan area,13-1199,"Business Operations Specialists, All Other","1,177",$35.19,$25.91,$33.91,$45.58,"$73,200",,
Western Washington nonmetropolitan area,25-1011,"Business Teachers, Postsecondary",22,-,-,-,-,"$63,780",,
Western Washington nonmetropolitan area,51-3021,Butchers and Meat Cutters,159,$21.73,$17.49,$22.74,$24.83,"$45,190",,
Western Washington nonmetropolitan area,13-1020,Buyers and Purchasing Agents,342,$32.04,$23.58,$28.61,$37.76,"$66,640",,
Western Washington nonmetropolitan area,51-7011,Cabinetmakers and Bench Carpenters,69,$22.60,$19.41,$21.92,$24.42,"$47,020",,
Western Washington nonmetropolitan area,53-5021,"Captains, Mates, and Pilots of Water Vessels",40,$49.06,$37.50,$44.62,$64.16,"$102,040",,
Western Washington nonmetropolitan area,25-2023,"Career/Technical Education Teachers, Middle School",33,-,-,-,-,"$87,370",,
Western Washington nonmetropolitan area,25-1194,"Career/Technical Education Teachers, Postsecondary",152,$29.10,$23.92,$29.55,$31.57,"$60,520",,
Western Washington nonmetropolitan area,25-2032,"Career/Technical Education Teachers, Secondary School",219,-,-,-,-,"$83,950",,
Western Washington nonmetropolitan area,47-2031,Carpenters,"1,419",$29.93,$23.00,$27.78,$31.86,"$62,260",,
Western Washington nonmetropolitan area,47-2041,Carpet Installers,48,$22.37,$18.35,$21.43,$25.00,"$46,520",,
Western Washington nonmetropolitan area,17-1021,Cartographers and Photogrammetrists,31,$35.92,$31.58,$36.70,$38.92,"$74,710",,
Western Washington nonmetropolitan area,41-2011,Cashiers,"3,747",$16.75,$14.96,$16.01,$17.19,"$34,840",,
Western Washington nonmetropolitan area,47-2051,Cement Masons and Concrete Finishers,150,$30.04,$21.98,$28.61,$39.02,"$62,480",,
Western Washington nonmetropolitan area,35-1011,Chefs and Head Cooks,137,$28.83,$21.14,$28.78,$31.77,"$59,970",,
Western Washington nonmetropolitan area,51-9011,Chemical Equipment Operators and Tenders,71,$30.03,$21.90,$30.08,$37.62,"$62,460",,
Western Washington nonmetropolitan area,19-4031,Chemical Technicians,24,$26.37,$21.78,$25.11,$27.75,"$54,850",,
Western Washington nonmetropolitan area,19-2031,Chemists,13,$40.11,$28.50,$39.96,$47.46,"$83,430",,
Western Washington nonmetropolitan area,11-1011,Chief Executives,143,$89.44,$58.80,$77.09,$109.31,"$186,030",,
Western Washington nonmetropolitan area,21-1021,"Child, Family, and School Social Workers",419,$29.37,$23.51,$30.05,$34.11,"$61,090",,
Western Washington nonmetropolitan area,39-9011,Childcare Workers,226,$16.97,$15.13,$16.03,$17.32,"$35,290",,
Western Washington nonmetropolitan area,29-1011,Chiropractors,15,$34.20,$25.00,$34.03,$36.29,"$71,140",,
Western Washington nonmetropolitan area,17-3022,Civil Engineering Technologists and Technicians,68,$30.98,$29.40,$30.92,$33.20,"$64,450",,
Western Washington nonmetropolitan area,17-2051,Civil Engineers,208,$42.86,$36.31,$40.71,$48.44,"$89,140",,
Western Washington nonmetropolitan area,13-1031,"Claims Adjusters, Examiners, and Investigators",34,$38.50,$31.83,$38.65,$43.34,"$80,080",,
Western Washington nonmetropolitan area,53-7061,Cleaners of Vehicles and Equipment,333,$18.39,$15.22,$17.17,$20.67,"$38,260",,
Western Washington nonmetropolitan area,21-2011,Clergy,21,$31.62,$23.07,$32.62,$35.93,"$65,770",,
Western Washington nonmetropolitan area,19-3033,Clinical and Counseling Psychologists,54,$46.76,$40.60,$45.72,$57.17,"$97,250",,
Western Washington nonmetropolitan area,29-2010,Clinical Laboratory Technologists and Technicians,180,$32.71,$22.86,$32.25,$39.45,"$68,040",,
Western Washington nonmetropolitan area,27-2022,Coaches and Scouts,442,-,-,-,-,"$50,590",,
Western Washington nonmetropolitan area,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",143,$22.79,$19.08,$21.63,$24.80,"$47,410",,
Western Washington nonmetropolitan area,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",33,$21.80,$18.76,$19.02,$23.37,"$45,330",,
Western Washington nonmetropolitan area,21-1099,"Community and Social Service Specialists, All Other",98,$22.35,$15.08,$20.43,$26.08,"$46,500",,
Western Washington nonmetropolitan area,21-1094,Community Health Workers,112,$22.51,$17.74,$19.66,$25.45,"$46,820",,
Western Washington nonmetropolitan area,13-1141,"Compensation, Benefits, and Job Analysis Specialists",30,$33.98,$25.87,$37.00,$37.71,"$70,680",,
Western Washington nonmetropolitan area,13-1041,Compliance Officers,180,$37.50,$28.49,$35.49,$45.28,"$77,990",,
Western Washington nonmetropolitan area,11-3021,Computer and Information Systems Managers,141,$74.02,$52.79,$66.92,$101.22,"$153,960",,
Western Washington nonmetropolitan area,15-1241,Computer Network Architects,17,$65.62,$47.18,$59.88,$72.26,"$136,490",,
Western Washington nonmetropolitan area,15-1231,Computer Network Support Specialists,42,$31.06,$23.23,$28.52,$37.57,"$64,590",,
Western Washington nonmetropolitan area,51-9161,Computer Numerically Controlled Tool Operators,13,$20.54,$18.50,$19.97,$19.97,"$42,720",,
Western Washington nonmetropolitan area,15-1299,"Computer Occupations, All Other",197,$43.27,$31.67,$38.65,$48.93,"$90,010",,
Western Washington nonmetropolitan area,15-1251,Computer Programmers,24,$40.64,$31.78,$34.29,$57.06,"$84,520",,
Western Washington nonmetropolitan area,25-1021,"Computer Science Teachers, Postsecondary",11,-,-,-,-,"$78,220",,
Western Washington nonmetropolitan area,15-1211,Computer Systems Analysts,150,$47.87,$36.53,$42.97,$55.61,"$99,570",,
Western Washington nonmetropolitan area,15-1232,Computer User Support Specialists,367,$29.58,$22.68,$28.27,$33.69,"$61,530",,
Western Washington nonmetropolitan area,19-1031,Conservation Scientists,92,$34.01,$30.92,$33.30,$38.19,"$70,730",,
Western Washington nonmetropolitan area,47-4011,Construction and Building Inspectors,121,$36.74,$30.18,$37.17,$40.98,"$76,420",,
Western Washington nonmetropolitan area,47-2061,Construction Laborers,"1,355",$25.91,$20.00,$23.66,$29.08,"$53,890",,
Western Washington nonmetropolitan area,11-9021,Construction Managers,222,$47.99,$38.16,$40.55,$59.37,"$99,820",,
Western Washington nonmetropolitan area,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",42,$46.91,$35.89,$52.18,$53.58,"$97,560",,
Western Washington nonmetropolitan area,35-2011,"Cooks, Fast Food",272,$15.96,$14.78,$15.56,$16.60,"$33,210",,
Western Washington nonmetropolitan area,35-2012,"Cooks, Institution and Cafeteria",545,$20.75,$17.49,$20.90,$23.40,"$43,160",,
Western Washington nonmetropolitan area,35-2014,"Cooks, Restaurant","1,324",$18.55,$16.88,$17.31,$20.21,"$38,580",,
Western Washington nonmetropolitan area,35-2015,"Cooks, Short Order",151,$17.43,$16.26,$17.27,$18.05,"$36,260",,
Western Washington nonmetropolitan area,33-3012,Correctional Officers and Jailers,"1,216",$27.82,$24.55,$29.46,$30.20,"$57,870",,
Western Washington nonmetropolitan area,13-1051,Cost Estimators,177,$36.78,$28.53,$35.79,$43.20,"$76,500",,
Western Washington nonmetropolitan area,41-2021,Counter and Rental Clerks,501,$18.22,$15.12,$17.31,$20.58,"$37,890",,
Western Washington nonmetropolitan area,43-5021,Couriers and Messengers,19,$17.81,$15.36,$17.33,$20.00,"$37,050",,
Western Washington nonmetropolitan area,43-4031,"Court, Municipal, and License Clerks",270,$25.71,$22.67,$24.81,$29.12,"$53,480",,
Western Washington nonmetropolitan area,13-2041,Credit Analysts,18,$34.32,$23.73,$29.68,$39.60,"$71,390",,
Western Washington nonmetropolitan area,33-9091,Crossing Guards and Flaggers,78,$26.38,$20.82,$25.18,$30.11,"$54,880",,
Western Washington nonmetropolitan area,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28,$28.10,$29.40,$29.87,$29.87,"$58,460",,
Western Washington nonmetropolitan area,25-4012,Curators,44,$30.97,$17.51,$23.66,$30.39,"$64,410",,
Western Washington nonmetropolitan area,43-4051,Customer Service Representatives,"1,308",$20.02,$15.92,$18.29,$22.24,"$41,630",,
Western Washington nonmetropolitan area,51-4031,"Cutting, Punching, & Press Machine Setters, Operators, & Tenders, Metal & Plastic",33,$20.34,$17.85,$19.55,$22.37,"$42,310",,
Western Washington nonmetropolitan area,43-9021,Data Entry Keyers,69,$21.42,$17.19,$19.39,$26.28,"$44,560",,
Western Washington nonmetropolitan area,15-2051,Data Scientists,15,$51.28,$39.99,$39.99,$50.47,"$106,660",,
Western Washington nonmetropolitan area,15-1242,Database Administrators,-,$45.43,$40.94,$46.35,$53.78,"$94,490",,
Western Washington nonmetropolitan area,41-9011,Demonstrators and Product Promoters,58,$16.80,$15.31,$16.07,$16.82,"$34,940",,
Western Washington nonmetropolitan area,31-9091,Dental Assistants,389,$23.08,$20.75,$22.55,$23.77,"$48,010",,
Western Washington nonmetropolitan area,29-1292,Dental Hygienists,170,$52.30,$49.50,$51.59,$57.65,"$108,790",,
Western Washington nonmetropolitan area,29-1021,"Dentists, General",124,$101.20,$84.68,$90.41,-,"$210,490",,
Western Washington nonmetropolitan area,33-3021,Detectives and Criminal Investigators,47,$48.89,$40.60,$46.33,$49.81,"$101,680",,
Western Washington nonmetropolitan area,29-2032,Diagnostic Medical Sonographers,69,$44.85,$40.06,$48.74,$52.63,"$93,280",,
Western Washington nonmetropolitan area,29-1031,Dietitians and Nutritionists,44,$33.65,$28.61,$34.29,$37.61,"$70,000",,
Western Washington nonmetropolitan area,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,270,$16.48,$14.71,$15.37,$16.65,"$34,270",,
Western Washington nonmetropolitan area,35-9021,Dishwashers,639,$16.69,$14.80,$16.04,$16.63,"$34,710",,
Western Washington nonmetropolitan area,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",196,$28.47,$20.00,$26.70,$33.00,"$59,220",,
Western Washington nonmetropolitan area,53-3031,Driver/Sales Workers,211,$23.44,$15.98,$23.10,$27.59,"$48,760",,
Western Washington nonmetropolitan area,47-2081,Drywall and Ceiling Tile Installers,99,$29.67,$23.92,$30.87,$32.18,"$61,720",,
Western Washington nonmetropolitan area,27-3041,Editors,47,$29.18,$17.97,$26.83,$35.74,"$60,690",,
Western Washington nonmetropolitan area,11-9039,"Education Administrators, All Other",30,$38.85,$30.60,$35.13,$45.67,"$80,810",,
Western Washington nonmetropolitan area,11-9032,"Education Administrators, Kindergarten through Secondary",316,-,-,-,-,"$124,830",,
Western Washington nonmetropolitan area,11-9033,"Education Administrators, Postsecondary",48,$41.81,$31.00,$39.71,$47.61,"$86,970",,
Western Washington nonmetropolitan area,11-9031,"Education and Childcare Administrators, Preschool and Daycare",34,$26.38,$19.71,$23.30,$29.53,"$54,860",,
Western Washington nonmetropolitan area,25-9099,"Educational Instruction and Library Workers, All Other",58,$26.91,$20.06,$22.78,$37.91,"$55,980",,
Western Washington nonmetropolitan area,21-1012,"Educational, Guidance, and Career Counselors and Advisors",200,$39.88,$31.94,$39.81,$49.90,"$82,960",,
Western Washington nonmetropolitan area,17-3023,Electrical and Electronic Engineering Technologists and Technicians,79,$39.77,$32.19,$39.12,$46.33,"$82,730",,
Western Washington nonmetropolitan area,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",48,$35.95,$30.36,$35.46,$35.46,"$74,780",,
Western Washington nonmetropolitan area,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",39,$51.54,$44.68,$54.99,$58.93,"$107,210",,
Western Washington nonmetropolitan area,17-2071,Electrical Engineers,107,$57.39,$43.42,$59.67,$71.25,"$119,370",,
Western Washington nonmetropolitan area,49-9051,Electrical Power-Line Installers and Repairers,242,$50.75,$51.40,$51.96,$54.25,"$105,550",,
Western Washington nonmetropolitan area,51-2028,Electrical/Electronic/Electromechanical Assemblers Only,81,$18.02,$15.18,$17.48,$19.41,"$37,480",,
Western Washington nonmetropolitan area,47-2111,Electricians,715,$33.12,$23.24,$31.69,$38.32,"$68,900",,
Western Washington nonmetropolitan area,17-2072,"Electronics Engineers, Except Computer",22,$53.48,$38.81,$50.63,$67.20,"$111,230",,
Western Washington nonmetropolitan area,25-2021,"Elementary School Teachers, Except Special Education","1,538",-,-,-,-,"$80,990",,
Western Washington nonmetropolitan area,43-4061,"Eligibility Interviewers, Government Programs",98,$26.80,$23.00,$28.69,$30.16,"$55,740",,
Western Washington nonmetropolitan area,11-9161,Emergency Management Directors,12,$42.09,$39.86,$40.61,$46.63,"$87,540",,
Western Washington nonmetropolitan area,29-2042,Emergency Medical Technicians,189,$18.58,$14.49,$17.40,$18.69,"$38,640",,
Western Washington nonmetropolitan area,29-1214,Emergency Medicine Physicians,14,-,-,-,-,-,,
Western Washington nonmetropolitan area,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",25,$38.85,$36.79,$40.99,$45.68,"$80,800",,
Western Washington nonmetropolitan area,17-2199,"Engineers, All Other",19,$50.48,$42.59,$50.38,$58.43,"$104,990",,
Western Washington nonmetropolitan area,25-1123,"English Language and Literature Teachers, Postsecondary",23,-,-,-,-,"$60,810",,
Western Washington nonmetropolitan area,11-9072,"Entertainment and Recreation Managers, Except Gambling",13,$49.37,$34.07,$47.41,$62.94,"$102,690",,
Western Washington nonmetropolitan area,39-1014,"Entertainment and Recreation Workers Supervisors, Except Gambling Services",98,$24.83,$18.84,$23.18,$28.72,"$51,640",,
Western Washington nonmetropolitan area,19-4042,"Environmental Science and Protection Technicians, Including Health",23,$20.84,$19.54,$19.54,$24.06,"$43,350",,
Western Washington nonmetropolitan area,19-2041,"Environmental Scientists and Specialists, Including Health",123,$32.24,$24.11,$30.16,$35.14,"$67,060",,
Western Washington nonmetropolitan area,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",115,$26.08,$23.04,$24.90,$29.75,"$54,250",,
Western Washington nonmetropolitan area,43-6011,Executive Secretaries and Executive Administrative Assistants,263,$31.32,$25.37,$31.53,$35.24,"$65,150",,
Western Washington nonmetropolitan area,39-9031,Exercise Trainers and Group Fitness Instructors,336,$21.47,$16.10,$18.96,$24.00,"$44,670",,
Western Washington nonmetropolitan area,11-3013,Facilities Managers,58,$50.15,$36.85,$49.20,$60.59,"$104,310",,
Western Washington nonmetropolitan area,29-1215,Family Medicine Physicians,-,-,$112.05,-,-,-,,
Western Washington nonmetropolitan area,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",246,$18.64,$16.66,$17.18,$19.48,"$38,760",,
Western Washington nonmetropolitan area,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",126,$20.55,$16.56,$19.88,$24.16,"$42,730",,
Western Washington nonmetropolitan area,35-3023,Fast Food and Counter Workers,"4,468",$16.02,$14.75,$15.98,$16.80,"$33,330",,
Western Washington nonmetropolitan area,47-4031,Fence Erectors,28,$21.43,$18.59,$20.28,$23.60,"$44,570",,
Western Washington nonmetropolitan area,51-2051,Fiberglass Laminators and Fabricators,68,$22.34,$17.50,$22.26,$27.25,"$46,470",,
Western Washington nonmetropolitan area,43-4071,File Clerks,19,$19.27,$17.84,$18.32,$20.80,"$40,080",,
Western Washington nonmetropolitan area,13-2051,Financial and Investment Analysts,62,$37.35,$28.72,$37.20,$41.21,"$77,690",,
Western Washington nonmetropolitan area,43-3099,"Financial Clerks, All Other",22,$18.84,$17.48,$18.43,$20.55,"$39,190",,
Western Washington nonmetropolitan area,11-3031,Financial Managers,236,$62.88,$43.69,$60.27,$74.53,"$130,780",,
Western Washington nonmetropolitan area,13-2099,"Financial Specialists, All Other",70,$36.29,$24.76,$28.13,$38.65,"$75,480",,
Western Washington nonmetropolitan area,33-2011,Firefighters,355,$27.55,$14.49,$27.40,$37.60,"$57,310",,
Western Washington nonmetropolitan area,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,687,$38.44,$31.45,$38.68,$43.49,"$79,960",,
Western Washington nonmetropolitan area,33-1011,First-Line Supervisors of Correctional Officers,256,$36.54,$34.14,$35.14,$38.60,"$76,010",,
Western Washington nonmetropolitan area,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",98,$30.34,$22.96,$30.00,$33.92,"$63,110",,
Western Washington nonmetropolitan area,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,101,$46.19,$35.44,$46.53,$53.63,"$96,070",,
Western Washington nonmetropolitan area,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"1,485",$21.82,$17.33,$20.87,$24.09,"$45,380",,
Western Washington nonmetropolitan area,39-1013,First-Line Supervisors of Gambling Services Workers,69,$27.63,$22.77,$24.00,$35.93,"$57,470",,
Western Washington nonmetropolitan area,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,157,$23.19,$17.91,$19.75,$27.68,"$48,240",,
Western Washington nonmetropolitan area,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",78,$31.28,$24.03,$28.65,$41.82,"$65,060",,
Western Washington nonmetropolitan area,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",675,$39.20,$29.24,$37.61,$47.63,"$81,530",,
Western Washington nonmetropolitan area,41-1012,First-Line Supervisors of Non-Retail Sales Workers,76,$44.49,$28.49,$36.89,$51.11,"$92,540",,
Western Washington nonmetropolitan area,43-1011,First-Line Supervisors of Office and Administrative Support Workers,"1,068",$31.00,$23.56,$29.37,$36.26,"$64,470",,
Western Washington nonmetropolitan area,39-1022,First-Line Supervisors of Personal Service Workers,57,$24.94,$20.29,$22.10,$27.38,"$51,870",,
Western Washington nonmetropolitan area,33-1012,First-Line Supervisors of Police and Detectives,194,$49.20,$45.01,$50.12,$55.37,"$102,340",,
Western Washington nonmetropolitan area,51-1011,First-Line Supervisors of Production and Operating Workers,727,$32.41,$24.92,$30.65,$37.78,"$67,400",,
Western Washington nonmetropolitan area,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",30,$28.68,$23.10,$29.17,$33.33,"$59,650",,
Western Washington nonmetropolitan area,41-1011,First-Line Supervisors of Retail Sales Workers,"1,288",$24.99,$18.82,$22.88,$28.61,"$51,980",,
Western Washington nonmetropolitan area,33-1091,First-Line Supervisors of Security Workers,39,$27.36,$20.33,$24.78,$33.68,"$56,900",,
Western Washington nonmetropolitan area,33-3031,Fish and Game Wardens,25,$33.34,$26.89,$27.76,$44.00,"$69,350",,
Western Washington nonmetropolitan area,27-1023,Floral Designers,157,$16.48,$14.49,$17.14,$17.14,"$34,270",,
Western Washington nonmetropolitan area,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",47,$23.02,$17.07,$28.13,$28.14,"$47,880",,
Western Washington nonmetropolitan area,51-3092,Food Batchmakers,100,$17.49,$15.26,$16.33,$18.71,"$36,390",,
Western Washington nonmetropolitan area,35-2021,Food Preparation Workers,797,$17.04,$15.04,$16.85,$18.11,"$35,430",,
Western Washington nonmetropolitan area,51-3099,"Food Processing Workers, All Other",17,$18.29,$16.32,$18.50,$19.27,"$38,030",,
Western Washington nonmetropolitan area,35-3041,"Food Servers, Nonrestaurant",209,$16.86,$15.21,$16.24,$16.50,"$35,080",,
Western Washington nonmetropolitan area,11-9051,Food Service Managers,93,$39.14,$30.16,$33.98,$46.76,"$81,410",,
Western Washington nonmetropolitan area,19-4092,Forensic Science Technicians,18,$29.29,$24.16,$29.47,$32.39,"$60,930",,
Western Washington nonmetropolitan area,19-4071,Forest and Conservation Technicians,82,$21.41,$19.16,$21.01,$23.00,"$44,540",,
Western Washington nonmetropolitan area,19-1032,Foresters,120,$35.89,$29.43,$36.31,$41.06,"$74,660",,
Western Washington nonmetropolitan area,13-1131,Fundraisers,95,$28.13,$21.45,$28.07,$31.46,"$58,510",,
Western Washington nonmetropolitan area,11-2033,Fundraising Managers,22,$62.82,$55.29,$67.35,$67.35,"$130,660",,
Western Washington nonmetropolitan area,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",185,$23.45,$17.31,$24.39,$27.74,"$48,770",,
Western Washington nonmetropolitan area,43-3041,Gambling Cage Workers,77,$16.66,$15.27,$16.55,$16.87,"$34,660",,
Western Washington nonmetropolitan area,41-2012,Gambling Change Persons and Booth Cashiers,73,$16.74,$14.91,$14.92,$16.94,"$34,820",,
Western Washington nonmetropolitan area,11-9071,Gambling Managers,17,$51.47,$43.22,$52.12,$60.86,"$107,060",,
Western Washington nonmetropolitan area,33-9031,Gambling Surveillance Officers and Gambling Investigators,41,$19.80,$16.90,$17.72,$22.56,"$41,190",,
Western Washington nonmetropolitan area,11-1021,General and Operations Managers,"1,946",$54.12,$35.03,$47.35,$62.95,"$112,580",,
Western Washington nonmetropolitan area,47-2121,Glaziers,33,$25.94,$17.90,$25.00,$28.51,"$53,950",,
Western Washington nonmetropolitan area,27-1024,Graphic Designers,105,$26.90,$18.55,$21.71,$30.94,"$55,950",,
Western Washington nonmetropolitan area,51-4033,"Grind/Lap/Polish/Buff. Mach. Tool Setters, Oprs, & Tenders, Metal & Plastic",29,$19.14,$15.63,$19.01,$21.42,"$39,810",,
Western Washington nonmetropolitan area,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",170,$21.62,$17.82,$21.01,$26.27,"$44,960",,
Western Washington nonmetropolitan area,47-4041,Hazardous Materials Removal Workers,28,$25.20,$18.18,$20.40,$24.68,"$52,420",,
Western Washington nonmetropolitan area,21-1091,Health Education Specialists,46,$32.08,$24.92,$30.08,$38.93,"$66,730",,
Western Washington nonmetropolitan area,29-9021,Health Information Technologists and Medical Registrars,46,$24.84,$17.97,$22.95,$25.88,"$51,670",,
Western Washington nonmetropolitan area,29-2099,"Health Technologists and Technicians, All Other",140,$27.64,$20.46,$23.96,$33.78,"$57,490",,
Western Washington nonmetropolitan area,29-9099,"Healthcare Practitioners and Technical Workers, All Other",12,$37.10,$30.82,$38.81,$43.82,"$77,170",,
Western Washington nonmetropolitan area,21-1022,Healthcare Social Workers,169,$29.96,$22.28,$29.25,$35.59,"$62,330",,
Western Washington nonmetropolitan area,31-9099,"Healthcare Support Workers, All Other",147,$23.08,$19.39,$21.65,$24.82,"$48,010",,
Western Washington nonmetropolitan area,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",212,$25.24,$19.69,$23.21,$29.24,"$52,490",,
Western Washington nonmetropolitan area,53-3032,Heavy and Tractor-Trailer Truck Drivers,"1,727",$28.12,$23.43,$26.55,$30.95,"$58,480",,
Western Washington nonmetropolitan area,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",113,$20.15,$16.75,$16.75,$20.57,"$41,920",,
Western Washington nonmetropolitan area,51-9198,Helpers--Production Workers,126,$17.36,$15.34,$16.54,$19.64,"$36,120",,
Western Washington nonmetropolitan area,47-4051,Highway Maintenance Workers,259,$27.54,$25.15,$28.00,$29.75,"$57,270",,
Western Washington nonmetropolitan area,31-1120,Home Health and Personal Care Aides,"4,994",$17.86,$16.90,$17.27,$18.68,"$37,140",,
Western Washington nonmetropolitan area,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",266,$16.19,$14.95,$15.68,$16.60,"$33,680",,
Western Washington nonmetropolitan area,43-4081,"Hotel, Motel, and Resort Desk Clerks",541,$16.60,$14.87,$16.23,$17.25,"$34,540",,
Western Washington nonmetropolitan area,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",106,$23.24,$20.28,$23.51,$25.88,"$48,340",,
Western Washington nonmetropolitan area,11-3121,Human Resources Managers,71,$59.93,$49.15,$56.47,$68.03,"$124,650",,
Western Washington nonmetropolitan area,13-1071,Human Resources Specialists,416,$33.96,$25.64,$31.00,$39.13,"$70,630",,
Western Washington nonmetropolitan area,17-2112,Industrial Engineers,50,$39.63,$30.86,$37.13,$40.42,"$82,430",,
Western Washington nonmetropolitan area,49-9041,Industrial Machinery Mechanics,398,$29.74,$23.55,$29.33,$36.21,"$61,870",,
Western Washington nonmetropolitan area,11-3051,Industrial Production Managers,126,$58.41,$46.68,$57.86,$65.31,"$121,490",,
Western Washington nonmetropolitan area,53-7051,Industrial Truck and Tractor Operators,574,$22.27,$19.53,$21.82,$25.20,"$46,320",,
Western Washington nonmetropolitan area,43-4199,"Information and Record Clerks, All Other",164,$20.25,$17.36,$18.62,$22.72,"$42,120",,
Western Washington nonmetropolitan area,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",260,$23.25,$17.63,$21.54,$28.63,"$48,370",,
Western Washington nonmetropolitan area,49-9099,"Installation, Maintenance, and Repair Workers, All Other",45,$26.59,$18.67,$26.17,$34.30,"$55,300",,
Western Washington nonmetropolitan area,25-9031,Instructional Coordinators,121,$34.59,$24.74,$29.50,$46.33,"$71,950",,
Western Washington nonmetropolitan area,43-9041,Insurance Claims and Policy Processing Clerks,-,$22.78,$19.24,$23.00,$23.81,"$47,380",,
Western Washington nonmetropolitan area,41-3021,Insurance Sales Agents,185,$30.45,$21.50,$21.68,$32.02,"$63,330",,
Western Washington nonmetropolitan area,13-2053,Insurance Underwriters,33,$26.33,$15.96,$24.80,$24.80,"$54,760",,
Western Washington nonmetropolitan area,43-4111,"Interviewers, Except Eligibility and Loan",270,$19.44,$17.75,$18.82,$21.27,"$40,430",,
Western Washington nonmetropolitan area,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","1,753",$19.01,$15.49,$17.55,$22.14,"$39,530",,
Western Washington nonmetropolitan area,51-9071,Jewelers and Precious Stone and Metal Workers,22,-,-,-,-,-,,
Western Washington nonmetropolitan area,23-1023,"Judges, Magistrate Judges, and Magistrates",87,$73.73,$50.31,$64.14,$95.81,"$153,360",,
Western Washington nonmetropolitan area,23-1012,Judicial Law Clerks,21,$25.69,$19.66,$24.03,$28.45,"$53,430",,
Western Washington nonmetropolitan area,25-2012,"Kindergarten Teachers, Except Special Education",239,-,-,-,-,"$76,630",,
Western Washington nonmetropolitan area,13-1075,Labor Relations Specialists,39,$42.30,$30.56,$37.69,$54.69,"$87,980",,
Western Washington nonmetropolitan area,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","2,058",$18.77,$15.96,$17.83,$20.54,"$39,040",,
Western Washington nonmetropolitan area,37-3011,Landscaping and Groundskeeping Workers,"1,110",$19.14,$16.35,$18.11,$21.10,"$39,820",,
Western Washington nonmetropolitan area,51-6011,Laundry and Dry-Cleaning Workers,127,$16.37,$15.22,$16.13,$16.70,"$34,040",,
Western Washington nonmetropolitan area,23-1011,Lawyers,184,$58.11,$40.79,$52.18,$65.92,"$120,880",,
Western Washington nonmetropolitan area,43-6012,Legal Secretaries and Administrative Assistants,90,$21.59,$18.68,$21.13,$21.97,"$44,910",,
Western Washington nonmetropolitan area,23-2099,"Legal Support Workers, All Other",38,$28.78,$21.63,$26.52,$31.93,"$59,860",,
Western Washington nonmetropolitan area,11-1031,Legislators,200,-,-,-,-,"$121,320",,
Western Washington nonmetropolitan area,25-4022,Librarians and Media Collections Specialists,144,$31.01,$26.78,$28.45,$34.71,"$64,500",,
Western Washington nonmetropolitan area,43-4121,"Library Assistants, Clerical",210,$18.89,$18.14,$18.74,$18.99,"$39,300",,
Western Washington nonmetropolitan area,25-4031,Library Technicians,38,$22.42,$18.49,$23.01,$23.31,"$46,620",,
